Nombre,Position,PAC,SHO,PAS,DRI,DEF,PHY
Rick Karsdorp,RB,85,63,71,73,72,70
Marius Wolf,RB,81,70,73,75,68,77
Jérémy Morel,CB,67,44,61,60,74,78
Medrán,CM,60,68,77,72,63,54
Martin Braithwaite,ST,75,74,69,76,35,75
Bruno Bianchi,CB,57,35,55,60,76,75
Nicolás Domínguez,CM,79,63,70,73,70,78
Nicolás Domingo,CDM,51,61,67,69,74,71
Saman Ghoddos,ST,81,73,68,77,44,72
Vincent Koziello,CM,74,64,73,76,66,53
Marko Pjaca,LW,77,67,74,83,41,67
Manuel da Costa,CB,55,45,51,52,75,80
Jacob Bruun Larsen,LM,85,70,68,75,57,73
Sebastián Palacios,RM,89,70,65,78,36,65
Alberto Paloschi,ST,69,69,58,73,28,75
Panagiotis Retsos,CB,68,35,59,57,75,71
Michael Krmenčík,ST,76,72,58,70,27,76
Daniel Torres,CDM,53,61,68,69,72,79
Valentin Eysseric,LW,69,72,78,76,43,63
Alfred Duncan,CM,71,63,73,73,76,76
Nicolás Blandi,ST,61,76,59,70,38,67
Maya Yoshida,CB,55,41,51,63,76,72
Adrien Tameze,CM,68,59,66,74,73,73
Adam Ounas,LM,85,69,70,79,44,77
Jarrod Bowen,RM,79,72,67,77,43,64
Borja Bastón,ST,51,77,61,67,41,76
Emerson,RB,84,62,68,72,71,77
László Bénes,CAM,65,69,77,74,42,60
Mohammed Salisu,CB,70,36,52,56,77,82
Jorge Valdivia,CAM,59,65,76,76,40,62
Lukas Rupp,CM,65,67,75,77,66,63
Leandro Fernández,ST,81,75,65,73,36,72
Leandro González Pirez,CB,72,48,62,66,73,78
Rémi Oudin,RM,76,73,72,74,32,68
Terence Kongolo,CB,71,43,63,68,75,75
Louis Schaub,CAM,74,66,71,81,38,66
Ivanildo Fernandes,CB,62,28,48,50,74,81
Sebastián Cristóforo,CDM,57,58,67,69,72,69
Jasmin Kurtić,CM,61,69,73,71,71,78
Anuar,CDM,74,62,69,72,73,73
Guillermo Fernández,CAM,72,70,74,75,65,70
Gennaro Tutino,ST,77,75,71,75,35,66
Robert Berić,ST,57,76,65,68,38,72
José Juan Vázquez,CDM,74,53,68,67,74,70
Aleksandar Katai,RM,66,75,73,77,43,67
Germán Conti,CB,66,38,53,49,76,74
Marcelo Saracchi,LB,77,65,72,74,72,72
Dylan Bronn,CB,66,63,67,65,75,76
Erick Cabaco,CB,61,41,48,55,75,77
Mattia Destro,ST,70,72,59,74,29,62
Emre Çolak,CAM,67,69,76,77,43,49
Lukas Rupp,CM,65,67,75,77,66,63
Ivanildo Fernandes,CB,62,28,48,50,74,81
Léandre Tawamba,ST,75,74,49,70,24,77
Mykyta Burda,CB,65,23,43,42,77,74
Vitaliy Buyalskyi,CM,71,67,70,76,67,49
Ivan Šunjić,CDM,70,57,60,64,77,79
Jovane Cabral,LW,86,68,69,80,35,65
Lukáš Masopust,RM,86,68,68,75,58,75
Luis Milla,CDM,71,60,72,73,69,72
Martín,RB,70,35,63,69,74,65
Manu Vallejo,ST,77,76,68,76,40,62
Ferrán Torres,RM,78,69,69,76,32,57
Sandro Tonali,CDM,78,65,75,75,71,76
Marcelo Saracchi,LB,77,65,72,74,72,72
Cláudio Falcão,CDM,66,65,69,71,72,76
Kunde Malong,CDM,75,68,71,71,69,81
Alfa Semedo,CDM,67,60,64,68,73,83
Cucurella,LM,83,60,71,76,65,72
Bruno Tabata,RW,81,67,71,79,40,60
Nicolás Domínguez,CM,79,63,70,73,70,78
Rodrigo,RB,75,61,75,75,69,75
Omar Kharbin,ST,80,75,58,71,36,68
Valon Behrami,CDM,62,64,71,71,74,74
Justin Kluivert,LW,88,72,66,79,37,59
Calvin Stengs,RW,77,62,73,79,34,58
Mattéo Guendouzi,CM,71,62,73,73,69,74
Yves Bissouma,CM,74,65,72,76,73,70
Erick Cabaco,CB,61,41,48,55,75,77
Marko Rog,CM,74,66,77,75,63,67
Alberth Elis,RM,90,71,63,77,30,72
Darko Brašanac,CM,52,68,71,71,71,73
Fran Beltrán,CDM,68,53,72,74,75,65
Ryan Sessegnon,LM,87,67,68,75,64,62
Guus Til,CAM,71,71,71,71,61,73
Ghislain Konan,LB,81,48,68,77,70,73
Dylan Bronn,CB,66,63,67,65,75,76
Panagiotis Retsos,CB,68,35,59,57,75,71
Christian Fassnacht,RM,82,70,68,74,33,69
Konstantinos Laifis,LB,66,63,72,67,76,74
Harvey Barnes,LW,78,69,71,76,45,57
Diogo Dalot,RB,80,60,71,77,70,77
Marcão,CB,59,32,51,56,75,74
Luiz Araújo,LM,89,63,68,79,38,52
Miha Zajc,CAM,70,70,74,74,52,59
Rémi Oudin,RM,76,73,72,74,32,68
Mason Mount,CAM,71,68,74,76,46,53
Federico Ricca,LB,71,42,60,63,74,72
Felix Uduokhai,CB,66,39,53,60,75,71
Yann Karamoh,RM,79,69,69,78,31,62
Joris Gnagnon,CB,62,33,46,59,73,78
Gonzalo Montiel,RB,84,49,64,69,72,80
Adam Ounas,LM,85,69,70,79,44,55
Kelvin Amian,RB,78,48,65,69,75,76
Jhon Lucumi,CB,70,28,54,60,74,76
Filip Krovinović,CAM,67,69,73,77,60,62
Ádám Nagy,CDM,70,54,76,79,72,61
Amadou Diawara,CM,64,54,73,77,72,73
Suat Serdar,CM,68,62,69,75,71,78
Tom Davies,CM,66,62,73,75,65,69
Alexandru Ionuț Mitriță,LW,85,69,68,78,26,55
Mathias Jensen,CM,72,67,73,75,64,70
Marko Pjaca,LW,77,67,74,83,41,67
Michel Vlap,CAM,73,77,70,73,47,69
Karim Onisiwo,ST,78,70,67,75,53,76
Borja Valle,ST,74,75,68,74,46,64
Oussama Idrissi,LW,83,70,70,79,29,67
Yoshinori Mutō,ST,77,72,68,78,41,62
Lucas Martínez Quarta,CB,72,53,66,68,73,74
Benjamin Henrichs,RB,76,53,70,77,72,68
Ezequiel Ávila,ST,78,76,63,74,43,75
Bernardo,LB,70,49,62,67,73,71
Jacob Bruun Larsen,LM,85,70,68,75,57,73
David Barbona,RM,83,65,74,72,38,66
Cristian Borja,LB,86,49,65,69,71,71
Sada Thioub,RM,81,72,69,76,30,67
Angelo Fulgini,RM,76,60,74,76,68,69
Jakub Jankto,CM,77,70,73,76,67,64
Vincent Janssen,ST,61,76,57,69,32,70
Denis Bouanga,LM,78,73,70,76,30,67
Thiago Maia,CDM,69,57,68,70,73,74
Moussa Niakhaté,CB,72,39,59,64,74,79
Ainsley Maitland-Niles,RWB,85,59,70,76,68,67
Anuar,CDM,74,62,69,72,73,73
Emiliano Velázquez,CB,51,47,49,57,76,76
Vincent Koziello,CM,74,64,73,76,66,53
Percy Tau,RW,79,73,69,79,36,44
Mason Holgate,RB,70,42,66,66,76,71
Ola Aina,LM,87,61,70,75,70,75
Marius Wolf,RB,81,70,73,75,68,77
Jarrod Bowen,RM,79,72,67,77,43,64
André Simões,CDM,77,68,71,74,74,72
Vedat Muriqi,ST,60,74,53,66,27,77
Granell,CM,61,72,77,71,65,67
Timo Baumgartl,CB,70,34,55,51,76,75
Danilo,CM,67,66,71,73,74,75
Melero,CDM,61,73,71,70,73,66
Ali Adnan,LB,77,68,70,74,72,80
Ömer Ali Şahiner,RM,81,65,73,77,63,67
Marcos Guilherme,RM,88,66,71,77,40,54
Rick Karsdorp,RB,85,63,71,73,72,70
Youssouf Koné,LB,84,47,64,74,71,72
Arbër Zeneli,LM,85,70,69,80,35,59
Alfredo Morelos,ST,80,70,62,72,41,81
Gabriel Boschilia,CAM,72,73,73,77,44,49
Godfred Donsah,CM,74,63,74,78,69,77
Joe Lolley,RM,84,67,69,78,49,56
Miloš Veljković,CB,63,31,57,60,75,72
Germán Conti,CB,66,38,53,49,76,74
Nikola Vukčević,CDM,55,51,66,68,75,77
Carlos Fernández,ST,67,76,58,75,27,69
Serhiy Sydorchuk,CDM,66,59,66,69,71,72
Érick Gutiérrez,CM,75,71,74,74,64,66
Ezequiel Ponce,ST,77,73,58,73,40,69
Harry Wilson,RW,79,76,72,74,40,49
Demarai Gray,LW,88,67,67,80,37,55
Gennaro Tutino,CF,77,75,71,75,35,66
Alberto Grassi,CM,67,63,73,74,67,64
Zaldúa,RB,65,34,63,62,77,64
Hamari Traoré,RB,81,54,68,75,71,69
Ludovic Ajorque,ST,57,74,52,67,27,79
Khama Billiat,RW,86,76,65,79,47,64
Sandro,ST,68,76,65,78,30,64
Lukas Lerager,CM,61,67,69,69,70,74
Zainadine,CB,69,41,56,62,75,76
Álex Moreno,LB,81,63,68,75,68,55
Wesley Hoedt,CB,54,46,59,57,75,74
Arijan Ademi,CDM,61,60,64,66,73,80
Seko Fofana,CM,72,67,69,76,68,75
Alireza Jahanbakhsh,RW,79,73,69,79,42,70
Jemerson,CB,65,35,50,59,76,75
Youssouf Sabaly,RB,74,38,64,75,73,69
Kenedy,LM,76,67,71,78,57,61
Jason,RM,77,73,71,76,45,64
Guido Carrillo,ST,54,75,54,71,39,75
Lucas Menossi,CDM,78,63,72,76,69,69
Julio Furch,ST,56,75,61,66,39,79
Bruno Bianchi,CB,57,35,55,60,76,75
Emmanuel Mas,LB,78,61,67,72,71,80
Postigo,CB,57,43,54,58,76,76
Daniel Torres,CDM,53,61,68,69,72,79
Ryan Christie,CAM,77,70,70,76,63,77
Diego Valdés,CAM,79,68,72,74,52,70
William Troost-Ekong,CB,65,32,45,45,76,77
Adrien Tameze,CM,68,59,66,74,73,73
Sebastián Palacios,RM,89,70,65,78,36,65
Wesley Saïd,ST,77,74,68,78,29,55
Leonel Vangioni,LB,83,63,69,72,72,75
Medrán,CM,60,68,77,72,63,54
Ivan Cavaleiro,LW,86,71,69,76,38,68
Augusto Solari,RM,90,63,72,75,56,75
Nicolae Stanciu,CAM,69,72,75,78,34,62
Robert Berić,ST,57,76,65,68,38,72
Kwon Chang Hoon,RM,73,72,73,76,52,60
Janik Haberer,CM,65,63,71,75,61,70
Kevin Möhwald,CM,59,70,76,74,61,67
Neal Maupay,ST,75,73,66,72,41,69
Marc Schnatterer,RM,70,78,77,73,35,61
Tyler Boyd,RM,86,73,66,77,18,66
Danilo Cataldi,CM,68,69,75,73,68,65
Guillermo Fernández,CAM,72,70,74,75,65,70
Lisandro Magallán,CB,56,38,52,59,75,79
Carles Gil,CAM,65,68,75,76,39,55
John McGinn,CM,73,66,71,75,70,78
Marc-Oliver Kempf,CB,67,38,54,60,75,77
Ahmed Hegazi,CB,52,20,44,54,75,80
Luca Zuffi,CAM,66,73,80,72,71,71
Louis Schaub,CAM,74,66,71,81,38,66
Darwin Machís,LM,88,74,68,78,38,67
Fran Sol,ST,68,77,55,67,34,68
Tomasz Kędziora,RB,77,45,66,64,74,73
André Ramalho,CB,47,60,66,66,75,74
Christian Günter,LB,82,48,67,69,71,79
Sam Larsson,LW,74,71,73,80,38,61
Siebe Schrijvers,CF,74,75,72,77,48,70
José Juan Vázquez,CDM,74,53,68,67,74,70
Stefan Mitrović,CB,39,34,49,55,77,77
Óscar Plano,RM,81,70,74,76,54,69
Alfred Duncan,CM,71,63,73,73,76,76
Thomas Foket,RB,77,57,69,71,72,72
Robin Quaison,CF,77,73,69,78,51,70
Clinton Mata,RB,84,61,69,76,71,78
Petros Mantalos,CAM,73,69,75,78,50,61
Daniel Bessa,CAM,63,69,74,78,55,50
Leandro Fernández,ST,81,75,65,73,36,72
Dimitrios Pelkas,CAM,80,69,74,76,37,49
Tom Rogić,CAM,68,73,70,79,49,66
Lucas Lima,LB,73,57,72,72,71,71
Kenneth Omeruo,CB,70,32,50,58,73,78
Solly March,LM,77,68,72,77,50,60
Sergiy Kryvtsov,CB,65,44,51,51,75,79
Luciano Aued,CM,57,68,73,72,67,77
Jetro Willems,LWB,74,62,76,76,71,76
Abdoulaye Touré,CDM,47,56,61,62,74,76
Nathaniel Chalobah,CDM,64,61,70,74,72,71
Alexander Ring,CDM,74,65,70,73,73,76
Luís Hernández,CB,67,49,65,65,75,74
Michael Krmenčík,ST,76,72,58,70,27,76
Filip Novák,LB,79,65,69,73,73,75
Hillal Soudani,ST,72,75,69,75,43,67
Philipp Klement,CAM,69,70,74,76,40,57
Aleksandar Katai,LM,66,75,73,77,43,67
Bouna Sarr,RB,82,66,69,74,71,71
Paul Dummett,CB,66,40,63,67,76,72
Fede Vico,CAM,75,66,74,77,49,52
Eric Botteghin,CB,33,35,45,52,75,82
Koffi Djidji,CB,65,32,55,66,75,71
Bruno Zuculini,CDM,66,58,69,72,70,77
Felipe Gutiérrez,CM,66,70,75,75,60,65
Terence Kongolo,CB,71,43,63,68,75,75
Eddy Gnahoré,CM,66,67,71,72,68,77
Valère Germain,ST,75,75,71,73,38,67
Diego Chará,CDM,80,60,66,71,72,78
Jesé,LW,80,71,72,78,25,62
Rodrigo Ely,CB,58,32,43,53,75,76
Fabrício,ST,67,76,66,76,36,77
Timmy Chandler,RB,72,61,69,69,75,79
Stuart Armstrong,CAM,75,73,72,74,64,72
Stefano Sturaro,CM,70,67,72,75,76,78
Darlington Nagbe,CM,80,64,70,81,63,70
Jasmin Kurtić,CM,61,69,73,71,71,78
Jonathan Schmid,RB,76,64,74,75,69,75
Recio,CM,40,67,73,71,72,71
Valentin Eysseric,LW,69,72,78,76,43,63
Nicola Sansone,ST,78,76,72,79,44,59
Cristiano Biraghi,LB,76,55,68,71,74,70
Federico Santander,ST,69,74,63,70,32,79
Łukasz Teodorczyk,ST,63,74,60,66,33,77
Yevhen Konoplyanka,LM,81,72,72,78,31,62
Jeff Hendrick,RM,68,68,74,75,70,75
Nicolás Blandi,ST,61,76,59,70,38,67
Emre Çolak,CAM,67,69,76,77,43,49
Daniel Royer,LM,83,73,68,76,48,73
Leandro González Pirez,CB,72,48,62,66,73,78
Matthew Lowton,RB,67,61,73,72,75,74
Sergio Álvarez,CDM,64,66,68,69,70,78
Danilo D'Ambrosio,RB,68,55,65,71,78,70
Nampalys Mendy,CDM,69,55,70,74,73,71
Fredrik Midtsjø,CM,73,62,73,74,67,76
Jonas Svensson,RB,77,60,72,73,70,81
Zakaria Labyad,CAM,73,74,74,78,36,57
Dominick Drexler,CAM,75,63,72,77,40,57
Josip Drmić,ST,76,75,67,73,38,70
Franco Jara,ST,77,75,67,74,30,67
Jordan Ayew,ST,76,74,70,75,45,72
Giannelli Imbula,CM,68,60,71,78,60,75
Charlie Austin,ST,52,77,57,68,37,69
Javi López,RB,66,53,70,71,71,72
Miloš Ninković,CAM,68,69,73,76,47,67
Florian Kainz,LM,80,70,70,79,37,57
Borja Bastón,ST,51,77,61,67,41,76
Tiago Pinto,LB,82,60,70,76,70,70
Craig Dawson,CB,62,43,58,60,75,77
Borja García,LM,79,70,73,75,58,65
Yuto Nagatomo,LB,81,49,66,70,72,65
Leonardo,LM,78,71,76,73,24,69
Alper Potuk,CAM,79,65,71,77,52,70
Xavier Chavalerin,CDM,67,62,72,71,68,72
Hanno Behrens,CM,67,71,65,70,75,81
Mattia Destro,ST,70,72,59,74,29,62
Philipp Bargfrede,CDM,66,58,68,70,75,72
Martin Braithwaite,ST,75,74,69,76,35,75
Maxime Gonalons,CDM,52,61,68,69,75,75
Emanuele Giaccherini,CAM,68,69,73,80,61,61
Gaëtan Charbonnier,ST,46,74,63,74,35,72
Holger Badstuber,CB,35,50,70,55,77,67
Emmanuel Badu,CDM,78,67,70,77,72,72
Javier Aquino,LM,88,66,70,79,40,51
Paul Lasne,CM,65,72,73,73,72,75
Luis Rodríguez,RB,85,61,70,74,71,74
Maya Yoshida,CB,55,41,51,63,76,72
Mats Rits,CM,67,63,73,70,71,74
Dídac Vilà,LB,71,51,68,72,73,75
Osvaldo Alonso,CDM,62,65,68,73,70,77
Fredy Montero,ST,68,76,72,76,48,61
Omar Elabdellaoui,RB,83,55,71,76,69,73
Tolgay Arslan,CDM,73,69,74,78,71,70
Manuel Gulde,CB,65,40,53,59,77,70
Damien Le Tallec,CDM,67,62,66,70,76,75
Yannis Salibur,RM,87,73,70,76,40,64
Quique,ST,74,75,65,73,43,66
Éder,ST,76,73,59,68,41,79
Aleksandar Prijović,ST,70,73,55,69,35,79
Davide Santon,RB,67,58,71,73,74,69
Junior Stanislas,LM,75,70,73,75,36,55
Bastian Oczipka,LWB,67,59,72,71,74,75
João Aurélio,RB,62,62,72,73,75,75
Jimmy Durmaz,CAM,70,70,75,77,34,60
Daniel Brosinski,RB,76,60,72,73,72,69
James McCarthy,CDM,58,60,73,73,74,65
Viktor Vasin,CB,67,41,58,46,75,78
Jorge Hernández,CDM,68,60,71,69,70,78
Alberto Paloschi,ST,69,69,58,73,28,75
Tamás Kádár,CB,70,34,65,62,76,79
Bernardo Espinosa,CB,45,44,59,51,73,76
Matt Ritchie,LWB,73,74,76,76,65,69
Marco Fabián,CAM,63,75,75,78,34,63
Oliver Norwood,CM,57,66,78,68,70,62
Kieran Gibbs,LB,77,56,69,73,73,71
Ismaël Traoré,CB,51,32,57,51,74,80
Dan Gosling,CM,55,68,73,70,70,69
Joe Allen,CM,67,65,72,76,73,73
Luis Montes,CM,64,69,74,77,58,67
Ricky van Wolfswinkel,ST,63,74,70,71,43,69
Matteo Darmian,LB,69,58,66,74,77,67
Younousse Sankharé,CM,63,70,72,73,72,79
Romain Thomas,CB,45,33,53,49,76,72
Christian Benteke,ST,58,74,61,65,32,72
Lamine Koné,CB,56,38,50,56,74,79
Martin Kelly,CB,50,44,60,62,75,71
Sebastian Langkamp,CB,52,29,48,44,77,73
Jonathan Hogg,CDM,67,55,65,68,75,79
Konstantinos Mitroglou,ST,53,76,65,65,20,78
Fin Bartels,RM,73,70,73,79,44,48
Håvard Nordtveit,CB,49,53,71,66,75,75
Carlos Sánchez,CDM,60,58,70,68,74,73
Andy Carroll,ST,44,77,61,67,44,80
Mahmut Tekdemir,CB,60,59,65,70,74,74
Andrea Ranocchia,CB,32,32,57,59,78,70
Alexandru Epureanu,CB,44,53,55,56,77,75
Odil Akhmedov,CM,70,71,72,71,71,72
William Vainqueur,CDM,65,57,67,71,72,81
Dame N'Doye,ST,71,73,60,70,39,80
Adel Taarabt,CAM,67,68,71,82,37,61
Ola Kamara,ST,74,74,59,72,33,77
Stefano Okaka,ST,64,72,59,70,30,82
Papiss Demba Cissé,ST,61,77,66,74,38,66
Martin Harnik,ST,72,74,68,72,46,76
Manuel da Costa,CB,55,45,51,52,75,80
Nabil Dirar,RM,79,65,71,76,53,74
Sven Kums,CM,58,66,76,74,70,68
Adrian Mariappa,CB,55,34,57,62,76,70
Andrew Surman,CM,52,65,75,70,66,66
Matías Fritzler,CDM,52,51,65,66,74,76
Hugo Ayala,CB,57,55,60,58,76,72
Caner Erkin,LB,79,73,75,79,69,74
Mario Suárez,CM,45,68,72,70,65,77
Barragán,RB,70,52,67,69,73,74
Ciaran Clark,CB,52,52,53,55,76,78
Hugo Rodallega,ST,75,73,68,75,43,71
Nicolás Domingo,CDM,51,61,67,69,74,71
Gonzalo Castro,CM,56,69,77,76,66,62
Gustavo Cabral,CB,33,33,52,57,76,73
Jakub Błaszczykowski,RM,72,70,75,77,60,67
Lior Refaelov,CAM,69,73,73,76,46,53
Daniel Congré,CB,52,31,61,64,76,75
Leighton Baines,LB,56,68,77,76,76,59
Valon Behrami,CDM,62,64,71,71,74,74
Alaixys Romao,CDM,53,55,65,70,75,79
Salva Sevilla,CM,46,70,80,71,48,60
Scott Dann,CB,32,40,48,49,76,65
Jorge Valdivia,CAM,59,65,76,76,40,62
Magnus Wolff Eikrem,CAM,65,69,77,74,47,51
Gökhan Gönül,RB,77,63,72,76,73,70
Pablo Zabaleta,RB,49,56,70,72,79,70
Jérémy Morel,CB,67,44,61,60,74,78
Wes Morgan,CB,29,34,41,55,76,72
Simon Francis,CB,51,44,67,64,75,71
Scott Brown,CDM,63,52,65,71,72,81
Renaud Cohade,CM,50,59,76,72,69,71
Claudio Pizarro,ST,34,77,73,75,37,64
Paulinho,RM,96,86,88,95,52,88
Jeremiah St. Juste,CB,82,58,64,72,73,75
Sebastián Villa,RM,92,64,65,76,32,63
Junior Alonso,CB,69,54,61,64,71,81
Rubén Botta,RM,78,71,73,75,37,65
Édson Puch,LW,85,70,66,77,43,63
Óscar Opazo,RB,89,67,68,73,67,75
Diego González,CM,68,65,70,71,68,82
Andrés Ricaurte,CAM,68,59,77,71,64,74
Daniel Bocanegra,CB,71,55,69,65,73,76
Pablo Mouche,LM,77,70,70,74,27,64
Emmanuel Adebayor,ST,63,73,63,68,29,69
Lucas Robertone,CAM,79,72,73,78,58,60
Nicolás Silva,LM,89,62,69,77,23,41
Agustín Bouzat,RW,92,63,67,77,57,69
Jarlan Barrera,CAM,81,65,72,75,42,57
Andrés Chávez,ST,75,75,65,70,36,81
Lautaro Giannetti,CB,69,33,49,49,75,77
Diego Braghieri,CB,60,49,50,57,72,79
Silvio Romero,ST,68,74,68,73,38,66
Facundo Quignon,CDM,68,59,73,78,69,75
Juan Sánchez Miño,LB,70,73,77,76,71,72
Matías Caruzzo,CB,45,36,58,51,73,77
Fernando Belluschi,CAM,55,74,76,74,65,64
Anthony Stewart,CB,70,32,56,60,79,82
Charlie Goode,CB,72,38,54,60,76,84
Emanuel Reynoso,CM,67,62,74,77,57,82
Casper Højer Nielsen,LB,86,73,74,74,71,80
Vito Hammershøj-Mistrati,CM,69,63,75,77,67,75
Phillip Tietz,ST,70,75,64,71,42,77
Przemysław Płacheta,LM,97,71,72,75,54,67
Jón Dagur Þorsteinsson,RW,85,71,71,81,47,74
Dominik Stroh-Engel,ST,49,76,60,64,45,80
Nathan Thomas,LM,91,75,72,75,47,70
Álex Centelles,LB,78,56,75,76,72,77
Conor Chaplin,ST,86,77,66,75,45,72
Scott Wharton,CB,69,41,54,61,74,81
Albian Ajeti,ST,78,72,60,70,29,75
Florent Hanin,LB,85,44,69,74,69,68
Lucas Torró,CDM,60,61,65,65,74,73
Harry Arter,CM,59,69,72,71,67,72
Vadillo,RM,87,68,68,80,34,44
Marcel Risse,RM,74,75,72,73,66,66
Patrick Roberts,RM,77,66,69,82,27,41
Andrés Ricaurte,CAM,68,59,77,71,64,74
Rachid Ghezzal,RW,72,68,74,77,28,58
Jonathan David,CF,81,73,64,75,25,60
Pape Cheikh Diop,CM,75,60,69,75,64,72
Renato Tapia,CDM,70,56,67,74,72,79
Jürgen Damm,RM,94,63,65,74,43,70
Ciro Rius,RW,81,65,72,76,54,72
Fábio Martins,LM,76,73,70,80,46,65
Marvin Bakalorz,CDM,64,66,62,67,74,80
Lucas Villafañez,RM,77,67,73,76,34,50
Ladislav Krejčí,LW,78,68,75,76,50,57
Pablo Maffeo,RB,86,52,68,75,73,63
Hannes Wolf,CAM,81,67,68,78,34,60
Kévin Rodrigues,LM,71,48,69,64,72,61
Pape Cheikh Diop,CM,75,60,69,75,64,72
Jozabed,CM,59,71,73,72,57,64
Benoît Poulain,CB,33,26,57,48,77,74
Iuri Medeiros,RM,73,72,75,80,33,50
Felipe Pardo,RM,81,75,71,73,38,80
Harlem-Eddy Gnohere,ST,65,73,53,65,27,84
Ivi,LM,78,74,70,76,43,61
Leon Balogun,CB,57,45,60,60,74,72
Andrés Cubas,CDM,71,52,67,73,75,56
Lato,LB,79,56,71,71,71,61
Diego Rolán,CAM,76,71,71,74,43,67
Chidozie Awaziem,CB,67,39,45,60,73,75
Birger Verstraete,CDM,72,58,71,69,71,74
Jordi Amat,CB,65,48,53,58,73,77
Jean-Eudes Aholou,CDM,72,65,63,71,76,69
Pedro Rebocho,LB,74,58,69,75,71,72
Kasim Adams Nuhu,CB,66,43,55,60,72,81
Dino Arslanagic,CB,55,32,57,57,73,78
Fernando Zuqui,CM,70,64,72,75,65,70
Charly Musonda,RM,84,64,70,79,24,43
Aleix García,CM,67,67,74,75,59,57
Carlitos,ST,82,73,68,77,26,71
Sébastien Corchia,RB,70,65,73,74,75,65
Burgui,LM,71,67,71,75,41,57
Matías Alustiza,ST,70,76,69,74,35,61
Lamine Sané,CB,54,44,59,60,72,76
Bogdan Butko,RB,78,47,65,69,72,68
Emanuel Cecchini,CDM,71,65,69,73,74,70
Emmanuel Adebayor,ST,63,73,63,68,29,69
Daniel Bocanegra,CB,71,55,69,65,73,76
Jonathan Biabiany,RW,90,65,65,77,30,63
Emmanuel Adebayor,ST,63,73,63,68,29,69
Maximiliano López,ST,50,74,63,71,29,66
Marvin Zeegelaar,LM,70,62,67,72,73,74
Kamil Grosicki,LM,83,72,71,74,38,60
Gaëtan Bong,LB,63,41,69,70,76,71
Nuno da Costa,ST,78,72,64,76,26,61
Stefan Ilsanker,CB,58,53,57,52,76,82
Rafael Pérez,CB,56,38,41,58,73,78
Paolo Goltz,CB,51,56,62,59,72,80
Bruno Xadas,RM,73,71,72,76,43,59
Gil Dias,LM,83,67,67,80,42,62
Stéphane M'Bia,CDM,68,62,66,66,74,81
Chema Rodríguez,CB,64,59,57,61,73,73
Matheus Cunha,ST,76,74,63,79,28,63
Matías Caruzzo,CB,45,36,58,51,73,77
Edgar Méndez,RM,79,71,70,70,43,77
Rubén Pardo,CM,61,68,74,72,62,55
Felipe Mora,ST,81,74,55,72,27,65
Francis,RM,83,61,68,74,67,58
Florent Hadergjonaj,RB,79,48,68,71,70,66
Santiago Cáseres,CDM,67,56,66,70,72,72
James Chester,CB,66,34,58,63,74,74
Ianis Hagi,CAM,81,66,71,75,36,68
Gianluca Caprari,CF,85,68,70,81,20,51
Kyle Walker-Peters,RB,76,37,66,72,72,66
Jeffrey Bruma,CB,59,53,59,58,72,80
Leon Balogun,CB,57,45,60,60,74,72
Kemar Lawrence,LB,88,44,59,69,71,79
Enric Gallego,ST,64,75,54,66,25,72
Josef Hušbauer,CM,63,72,76,73,58,66
Amato Ciciretti,CAM,77,68,73,75,35,49
Lucas Rodríguez,LM,79,61,66,81,51,61
Diego Rodríguez,CDM,64,57,68,66,73,74
Marin Pongračić,CB,64,24,52,63,73,79
Francisco Geraldes,CAM,75,59,71,81,43,53
Douglas,ST,70,74,46,69,28,77
Bryan Dabo,CM,64,67,71,73,73,78
Rubén Botta,RM,78,71,73,75,37,65
Fernando Belluschi,CAM,55,74,76,74,65,64
Scott Sinclair,LM,88,72,65,75,41,65
Simon Falette,CB,67,44,44,47,73,83
Diego Braghieri,CB,60,49,50,57,72,79
Yassin Ayoub,CM,69,67,75,77,67,70
Ivi,LM,78,74,70,76,43,61
Sabin Merino,LW,72,72,70,74,56,59
Makhete Diop,ST,71,72,63,69,43,77
Patrick Roberts,RM,77,66,69,82,27,41
Nicolai Müller,RM,74,72,69,78,44,62
Osvaldo Martínez,CM,63,71,73,74,58,72
Riza Durmisi,LB,79,62,72,74,70,70
Renatinho,RW,77,72,69,79,37,65
Dimitri Foulquier,RM,73,60,68,75,72,73
Lucas Zelarayán,CAM,73,67,74,76,45,62
Eduard Löwen,CM,66,62,70,69,70,87
Lato,LB,79,56,71,71,71,61
Lucas Cavallini,ST,76,73,49,71,33,80
Iago,LB,76,55,68,72,71,72
Tomáš Holeš,RB,74,62,68,72,71,80
Dia Saba,CAM,88,67,69,76,29,59
Haris Medunjanin,CDM,56,71,75,72,62,70
Alex Král,CDM,75,68,67,74,71,78
Adrià Pedrosa,LB,89,55,70,75,69,64
Ibrahim Traoré,CM,72,61,69,74,70,81
Bruno Lamas,CAM,69,66,71,74,53,61
Mamadou Loum,CDM,51,53,60,62,74,80
Elvis Sarić,CM,74,63,69,72,69,72
Volodymyr Shepelev,CDM,64,52,62,69,69,64
Enric Gallego,ST,64,75,54,66,25,72
Makhete Diop,ST,71,72,63,69,43,77
Jonathan David,CF,81,73,64,75,25,60
Dwight McNeil,LM,77,66,71,75,50,66
Michal Trávník,CM,69,69,73,75,59,64
Douglas,ST,70,74,46,69,28,77
Moussa Diaby,LM,87,62,68,78,42,51
